id,datum,pocet_hosp,stav_bez_priznaku,stav_lehky,stav_stredni,stav_tezky,jip,kyslik,hfno,upv,ecmo,tezky_upv_ecmo
0b1fd03d-586c-4d9b-b664-fc4c8c138a97,2021-08-01,52.0,4.0,11.0,26.0,11.0,16.0,24.0,6.0,5.0,1.0,11.0
45f287d1-3dc2-436b-a112-569da5a3ee83,2021-08-02,61.0,9.0,12.0,27.0,13.0,15.0,27.0,5.0,6.0,1.0,13.0
2c4492fb-62e9-4db9-9015-6b2bc600103b,2021-08-03,57.0,6.0,12.0,27.0,12.0,17.0,25.0,5.0,7.0,1.0,12.0
6421dd98-115a-4a32-9dcf-3dfc8409a1ff,2021-08-04,59.0,5.0,12.0,30.0,12.0,18.0,27.0,4.0,8.0,1.0,12.0
0d071509-5e0f-44b1-b70a-595c616f8580,2021-08-05,60.0,8.0,10.0,30.0,12.0,17.0,24.0,4.0,8.0,1.0,12.0
4af37120-b917-4b58-bcba-411763f6acc4,2021-08-06,60.0,4.0,15.0,29.0,12.0,15.0,23.0,4.0,8.0,1.0,12.0
6ba23933-ddcc-4905-969d-34540a534171,2021-08-07,59.0,5.0,15.0,28.0,11.0,13.0,24.0,5.0,6.0,0.0,11.0
ebf2fd30-19df-40d3-a9df-c20eefc85484,2021-08-08,58.0,6.0,16.0,22.0,14.0,16.0,19.0,7.0,7.0,0.0,14.0
ef285c96-cc87-478e-be60-e39954572ade,2021-08-09,68.0,9.0,15.0,28.0,16.0,18.0,24.0,8.0,7.0,0.0,16.0
29f22cb1-d8dc-4ec3-9734-f2af8ae1f040,2021-08-10,63.0,7.0,17.0,22.0,17.0,18.0,20.0,8.0,8.0,0.0,17.0
62fa1225-7110-4a7a-8a04-c22657b1736d,2021-08-11,65.0,7.0,19.0,19.0,20.0,20.0,17.0,9.0,9.0,0.0,20.0
bdc03f48-8f44-417c-ad4a-de250f70283d,2021-08-12,65.0,4.0,17.0,26.0,18.0,20.0,22.0,8.0,8.0,1.0,18.0
35a5eedf-30c1-434e-8577-270827f17a9a,2021-08-13,56.0,4.0,12.0,24.0,16.0,18.0,17.0,8.0,8.0,0.0,16.0
4165957b-4de9-480b-afc7-677b81f436f1,2021-08-14,59.0,5.0,11.0,26.0,17.0,19.0,20.0,10.0,7.0,0.0,17.0
ed78bf41-444f-4b2e-a9a9-c249c3fce66c,2021-08-15,61.0,6.0,13.0,25.0,17.0,16.0,19.0,10.0,7.0,0.0,17.0
ed2cc3c8-33ed-425e-9110-7c14614ef751,2021-08-16,74.0,9.0,14.0,33.0,18.0,18.0,27.0,11.0,7.0,0.0,18.0
891fa278-c7ba-4840-85c5-32ace8f3fdb9,2021-08-17,74.0,4.0,22.0,30.0,18.0,18.0,25.0,10.0,6.0,1.0,18.0
bdc15190-ff03-40ad-b1d3-8e22400fce99,2021-08-18,78.0,5.0,22.0,35.0,16.0,19.0,29.0,10.0,6.0,2.0,16.0
f93e5849-f931-487c-941a-1b9e34564728,2021-08-19,73.0,4.0,15.0,36.0,18.0,20.0,31.0,9.0,5.0,3.0,18.0
c6135ae6-ff52-4926-b45e-8611e75bd256,2021-08-20,72.0,6.0,17.0,35.0,14.0,18.0,26.0,9.0,5.0,2.0,14.0
1a236cc8-d1fd-4d5b-80bb-69a6739bc506,2021-08-21,61.0,4.0,13.0,32.0,12.0,16.0,25.0,8.0,4.0,0.0,12.0
4781d5c3-85fa-4e67-91f3-f2c5347fd9fd,2021-08-22,66.0,4.0,17.0,33.0,12.0,17.0,27.0,7.0,5.0,0.0,12.0
a9c4d51d-17d5-4b53-9482-0c58436eff75,2021-08-23,72.0,8.0,21.0,31.0,12.0,19.0,26.0,8.0,5.0,0.0,13.0
26c7cada-7d5c-4008-be78-65c04dd00b71,2021-08-24,69.0,6.0,21.0,31.0,11.0,16.0,22.0,8.0,3.0,0.0,11.0
be895d14-d2c9-47b1-a01e-2947a632b136,2021-08-25,73.0,6.0,22.0,31.0,14.0,18.0,22.0,11.0,3.0,0.0,14.0
cfeb40ee-56e6-48d0-8beb-244fe35c6af5,2021-08-26,71.0,6.0,26.0,27.0,12.0,16.0,19.0,10.0,2.0,0.0,12.0
2f5689a2-2997-452a-bed0-0f1e49a5e5cb,2021-08-27,62.0,9.0,21.0,22.0,10.0,14.0,17.0,8.0,2.0,0.0,10.0
fb245472-6fb1-46bb-95ab-6650b49644a6,2021-08-28,56.0,6.0,17.0,23.0,10.0,13.0,18.0,7.0,2.0,0.0,10.0
e0e69254-069e-42a9-a7dc-8537f2d6a22c,2021-08-29,55.0,6.0,18.0,23.0,8.0,9.0,16.0,6.0,2.0,0.0,8.0
c89b6aef-0143-44f8-bdd2-1a708ff0de94,2021-08-30,61.0,8.0,21.0,23.0,9.0,10.0,19.0,6.0,3.0,0.0,9.0
85c8c16e-ada0-4612-8341-b93bdc338f43,2021-08-31,56.0,3.0,17.0,30.0,6.0,10.0,26.0,2.0,4.0,0.0,6.0
b24a2de1-ea81-4486-a06e-d711680c9e0a,2021-09-01,63.0,8.0,17.0,29.0,9.0,12.0,24.0,4.0,4.0,0.0,9.0
f8311e67-8122-4e2f-aea5-83e2630ae11c,2021-09-02,66.0,5.0,23.0,27.0,11.0,14.0,23.0,7.0,4.0,0.0,11.0
ce3dff63-cb41-474b-b60f-bbd037238a5b,2021-09-03,64.0,5.0,26.0,22.0,11.0,14.0,18.0,8.0,3.0,0.0,11.0
a26a4412-fb57-4ca4-8dbb-7bfa0d7e48d9,2021-09-04,61.0,6.0,21.0,26.0,8.0,16.0,23.0,6.0,2.0,0.0,8.0
012592b7-da85-4aea-8ffc-c4fccc9864fd,2021-09-05,69.0,4.0,24.0,34.0,7.0,16.0,28.0,5.0,2.0,0.0,7.0
ef18ce37-265c-4f3b-bd95-d668e7a683e8,2021-09-06,92.0,7.0,28.0,45.0,12.0,23.0,38.0,8.0,3.0,2.0,12.0
556d9571-dc2e-4b83-a89a-14941985a7b7,2021-09-07,97.0,4.0,28.0,49.0,16.0,26.0,41.0,12.0,3.0,2.0,16.0
c7006d60-5e22-44cc-b369-bcb6de0a61c4,2021-09-08,102.0,4.0,26.0,57.0,15.0,24.0,46.0,10.0,4.0,1.0,15.0
8f9efa50-ecc8-4e9a-97de-84ee34ed4525,2021-09-09,113.0,8.0,31.0,59.0,15.0,22.0,47.0,11.0,4.0,1.0,15.0
5c8ce689-d6a8-478d-a840-aa2c2428f7d9,2021-09-10,117.0,6.0,39.0,57.0,15.0,24.0,52.0,11.0,4.0,1.0,15.0
55f0ce20-abf2-4e11-bfb7-5284046e8658,2021-09-11,115.0,5.0,31.0,62.0,17.0,27.0,55.0,11.0,6.0,1.0,17.0
9a709e07-3e78-4124-9731-353a88190eb2,2021-09-12,127.0,7.0,28.0,72.0,20.0,31.0,64.0,12.0,8.0,1.0,20.0
3c0426b7-2c0b-4225-b2cc-5fd66e386486,2021-09-13,157.0,10.0,51.0,74.0,22.0,35.0,67.0,11.0,10.0,1.0,22.0
837ad373-9875-44b4-99f7-b6c09f413452,2021-09-14,164.0,11.0,46.0,81.0,26.0,41.0,73.0,14.0,12.0,1.0,26.0
053b769d-805d-4e35-b09b-a578c90c01b9,2021-09-15,168.0,8.0,56.0,74.0,30.0,38.0,64.0,16.0,12.0,2.0,30.0
eeedffa4-a72b-4e8f-93b2-e27f4ab15af1,2021-09-16,166.0,12.0,50.0,72.0,32.0,43.0,62.0,18.0,14.0,2.0,32.0
34fc6d73-3805-493e-81a1-93276018e9cd,2021-09-17,182.0,21.0,59.0,68.0,34.0,46.0,57.0,20.0,14.0,1.0,34.0
4db03179-7332-4539-8749-bf7782eb49cd,2021-09-18,161.0,17.0,41.0,72.0,31.0,43.0,60.0,16.0,16.0,1.0,32.0
b31af5a1-d015-4a60-a3c9-e055fa79549a,2021-09-19,164.0,18.0,43.0,75.0,28.0,40.0,64.0,13.0,14.0,1.0,28.0
74f72f91-5e78-444e-8333-79aaa3fce75a,2021-09-20,185.0,19.0,59.0,77.0,30.0,42.0,65.0,11.0,16.0,2.0,30.0
93618046-fe5a-4ef3-9df5-87fcdf71356e,2021-09-21,180.0,23.0,49.0,80.0,28.0,40.0,66.0,11.0,15.0,2.0,28.0
f3313834-f078-4975-9b37-257f9768055d,2021-09-22,182.0,19.0,52.0,84.0,27.0,38.0,64.0,10.0,15.0,2.0,27.0
b6532cd3-5862-4210-a39d-7e31b8dcbb83,2021-09-23,183.0,22.0,54.0,79.0,28.0,38.0,64.0,10.0,17.0,1.0,28.0
38697d3d-64a4-4761-87a0-fb9e52d9f44c,2021-09-24,188.0,24.0,41.0,92.0,31.0,42.0,76.0,13.0,17.0,2.0,31.0
1e0df7f2-4ac5-4d62-8852-9f2ac75dc246,2021-09-25,188.0,21.0,34.0,98.0,35.0,46.0,79.0,16.0,19.0,2.0,35.0
05d766d2-e55f-4788-a3ef-6131cbf18e50,2021-09-26,197.0,23.0,40.0,102.0,32.0,45.0,81.0,13.0,20.0,1.0,32.0
7c0003bd-6899-4025-9dd0-90809985e6ef,2021-09-27,229.0,27.0,45.0,119.0,38.0,49.0,96.0,14.0,23.0,1.0,38.0
27ecdd4c-81d7-49ff-b2eb-8df91aea6425,2021-09-28,226.0,25.0,50.0,109.0,42.0,53.0,96.0,15.0,27.0,1.0,42.0
9dbaef60-fe67-4e51-a5c9-ba29cebd6048,2021-09-29,253.0,30.0,57.0,127.0,39.0,51.0,110.0,12.0,26.0,1.0,39.0
cca21e4c-dd45-4f7c-9550-23f5a2f19b83,2021-09-30,251.0,40.0,53.0,121.0,37.0,50.0,104.0,12.0,24.0,1.0,37.0
86195dba-673f-489c-854a-eeeff3ca7461,2021-10-01,244.0,33.0,63.0,118.0,30.0,45.0,99.0,6.0,24.0,1.0,30.0
1b84db40-fbf0-4479-b2bf-287afb573954,2021-10-02,234.0,14.0,65.0,119.0,36.0,44.0,102.0,10.0,24.0,2.0,36.0
56feef87-7a70-4c58-a828-51cb413743a9,2021-10-03,247.0,15.0,65.0,130.0,37.0,52.0,107.0,10.0,24.0,3.0,37.0
b2ba7dda-b3b5-4587-90e9-78b15eed1f8b,2021-10-04,302.0,36.0,72.0,152.0,42.0,58.0,122.0,15.0,26.0,2.0,42.0
e3fb2dc6-78fb-40fe-ab34-422d12a7303b,2021-10-05,302.0,21.0,66.0,162.0,53.0,72.0,136.0,24.0,27.0,2.0,53.0
da38286b-2d67-45f7-9b5c-bf12598f892a,2021-10-06,327.0,29.0,77.0,152.0,69.0,86.0,125.0,40.0,27.0,2.0,69.0
095600f6-6350-4703-8d9c-52a6f28f9b16,2021-10-07,316.0,24.0,78.0,152.0,62.0,75.0,128.0,31.0,27.0,2.0,62.0
223eb0a7-1d5d-4798-8df9-155e263d49e5,2021-10-08,344.0,28.0,91.0,161.0,64.0,78.0,132.0,32.0,28.0,4.0,64.0
86980a7c-2aec-4fa5-b952-ca91ea218ab3,2021-10-09,333.0,25.0,80.0,170.0,58.0,77.0,145.0,27.0,28.0,3.0,58.0
6981ede9-aff0-45d0-8a01-af2cc96f4e13,2021-10-10,350.0,23.0,85.0,181.0,61.0,77.0,155.0,29.0,27.0,3.0,61.0
789ac189-8e69-4709-a1bf-90219da549f5,2021-10-11,425.0,32.0,113.0,202.0,78.0,99.0,167.0,37.0,36.0,3.0,78.0
bfabeadb-c427-4d0d-966f-bea925843e73,2021-10-12,444.0,35.0,107.0,213.0,89.0,113.0,179.0,42.0,42.0,3.0,89.0
1ddd5950-189a-4c85-a00a-fb9698bf137c,2021-10-13,470.0,30.0,122.0,228.0,90.0,114.0,190.0,44.0,42.0,2.0,90.0
b50292f3-b17e-4df3-9a93-f7f33ee16095,2021-10-14,496.0,30.0,138.0,231.0,97.0,116.0,192.0,48.0,43.0,2.0,97.0
e24827ba-f4aa-4fc3-b6cf-3011ec8ab22a,2021-10-15,527.0,44.0,141.0,248.0,94.0,115.0,212.0,43.0,48.0,2.0,94.0
301f4911-aaf9-4951-a3ae-b39d3666638e,2021-10-16,515.0,26.0,151.0,249.0,89.0,112.0,202.0,37.0,48.0,2.0,89.0
9223798d-7dfb-49e5-a7a4-bde229c34d0c,2021-10-17,543.0,32.0,153.0,263.0,95.0,116.0,210.0,40.0,50.0,3.0,95.0
f331554e-a904-4ea9-a14a-513c523ea419,2021-10-18,664.0,48.0,210.0,298.0,108.0,133.0,248.0,46.0,54.0,3.0,108.0
b1451342-f32a-4be8-9d5b-e30bde1402e3,2021-10-19,733.0,63.0,232.0,325.0,113.0,146.0,274.0,55.0,54.0,4.0,113.0
3be210e6-9461-4e8e-9e74-5dc66e43ce38,2021-10-20,795.0,64.0,252.0,362.0,117.0,138.0,315.0,53.0,59.0,5.0,117.0
73053227-dfdf-4351-9c99-18ccbfc64889,2021-10-21,851.0,67.0,260.0,399.0,125.0,142.0,350.0,55.0,64.0,4.0,125.0
2a7befc5-2559-447b-af20-df2ecac5f5b5,2021-10-22,923.0,67.0,289.0,438.0,129.0,153.0,388.0,60.0,62.0,4.0,129.0
66c94de2-a047-4ad7-adce-704543ed6fb3,2021-10-23,930.0,70.0,266.0,462.0,132.0,151.0,407.0,64.0,62.0,4.0,133.0
e5ab4cb9-1a36-402c-aef8-d5dff436716b,2021-10-24,993.0,74.0,284.0,485.0,150.0,163.0,425.0,75.0,69.0,4.0,151.0
810d67ec-b1a3-4d44-9cc8-cd567a906901,2021-10-25,1175.0,105.0,401.0,498.0,171.0,171.0,436.0,72.0,80.0,5.0,171.0
177c89c3-b9a8-4072-a655-11231c9c7c64,2021-10-26,1294.0,133.0,421.0,559.0,181.0,193.0,488.0,84.0,84.0,3.0,183.0
b54b91a7-46da-42e1-9266-a877c2d2cfc8,2021-10-27,1396.0,115.0,464.0,631.0,186.0,215.0,546.0,89.0,84.0,4.0,187.0
a973d6ea-61ca-4eb0-a940-77e684cc0570,2021-10-28,1391.0,97.0,472.0,631.0,191.0,209.0,559.0,96.0,79.0,4.0,192.0
8e3d9205-8b5c-428f-b053-be9fc497b601,2021-10-29,1578.0,145.0,534.0,700.0,199.0,233.0,616.0,102.0,93.0,4.0,200.0
59b1d6a7-e344-4c58-9267-d21dd9d27974,2021-10-30,1597.0,121.0,517.0,738.0,221.0,238.0,651.0,112.0,99.0,6.0,222.0
2c7d6298-577f-4689-8ce0-4800f9d9d366,2021-10-31,1731.0,132.0,541.0,800.0,258.0,267.0,715.0,130.0,118.0,5.0,259.0
1bafa684-5b2c-4022-885f-fa24795a34e3,2021-11-01,2105.0,182.0,686.0,946.0,291.0,311.0,822.0,146.0,133.0,8.0,291.0
b666bd09-93ba-4c34-ac03-fbd226719fc8,2021-11-02,2295.0,202.0,724.0,1063.0,306.0,318.0,917.0,153.0,136.0,10.0,306.0
16f0f047-eeee-445f-b05e-35fe9958de02,2021-11-03,2495.0,209.0,816.0,1144.0,326.0,345.0,983.0,165.0,146.0,10.0,326.0
8fa45769-f149-4898-bc44-f9e7270de37e,2021-11-04,2660.0,201.0,902.0,1216.0,341.0,345.0,1043.0,163.0,163.0,11.0,341.0
a12f4927-911c-4df5-9773-3d54f5e07881,2021-11-05,2803.0,215.0,933.0,1273.0,382.0,384.0,1102.0,181.0,179.0,12.0,382.0
4376dd57-7dba-4597-a442-ae18ed5cc718,2021-11-06,2802.0,189.0,913.0,1308.0,392.0,389.0,1138.0,193.0,180.0,11.0,393.0
b27ab610-8e3d-412c-97be-dfc227dfe6b6,2021-11-07,2952.0,185.0,964.0,1385.0,418.0,424.0,1196.0,200.0,197.0,11.0,420.0
2f194736-3770-41eb-923b-e92aa0852ed0,2021-11-08,3413.0,288.0,1181.0,1466.0,478.0,471.0,1249.0,234.0,214.0,13.0,478.0
dada31d2-70cb-4a0f-b1e3-407b38244c51,2021-11-09,3611.0,319.0,1183.0,1595.0,514.0,487.0,1341.0,248.0,230.0,13.0,516.0
c9b6ef0a-0d42-425a-99d8-ff59cabc3547,2021-11-10,3756.0,371.0,1207.0,1624.0,554.0,511.0,1393.0,279.0,240.0,14.0,556.0
4b5a1a64-88f0-4d7c-aae0-adc5db10f3a8,2021-11-11,3886.0,388.0,1242.0,1694.0,562.0,519.0,1460.0,282.0,252.0,10.0,566.0
28915b21-d2bc-4716-8634-97c38934a285,2021-11-12,4050.0,399.0,1303.0,1762.0,586.0,527.0,1529.0,297.0,250.0,11.0,589.0
bde385fe-9f00-4d33-a70b-88182f98e1e2,2021-11-13,3989.0,375.0,1179.0,1839.0,596.0,561.0,1619.0,286.0,270.0,12.0,598.0
6681054b-0f52-4ddf-8c0d-fc8924080710,2021-11-14,4131.0,343.0,1254.0,1911.0,623.0,601.0,1695.0,295.0,290.0,11.0,625.0
9f0664e5-20c4-4fff-aa33-ba787c1c68b1,2021-11-15,4789.0,484.0,1585.0,2041.0,679.0,644.0,1803.0,331.0,305.0,12.0,681.0
6602379f-7f4b-4e3a-a0d4-b877ebac6185,2021-11-16,4864.0,477.0,1648.0,2049.0,690.0,651.0,1790.0,339.0,310.0,14.0,692.0
d51c0f85-5db1-477e-9311-e98b55ecf09e,2021-11-17,4822.0,464.0,1483.0,2159.0,716.0,691.0,1912.0,354.0,323.0,13.0,718.0
3b5a9113-3c9a-4f32-a2db-8e778431b873,2021-11-18,5188.0,493.0,1695.0,2253.0,747.0,716.0,1977.0,352.0,350.0,14.0,749.0
411c42c0-5467-427c-91e1-333d82d67173,2021-11-19,5316.0,506.0,1758.0,2282.0,770.0,744.0,2016.0,364.0,364.0,15.0,771.0
c4e946f9-ff76-4ce0-8797-804cccf05d5a,2021-11-20,5206.0,481.0,1573.0,2386.0,766.0,752.0,2112.0,367.0,356.0,14.0,767.0
73dcf495-55cd-4dc9-8d56-10aa394f390a,2021-11-21,5421.0,473.0,1663.0,2503.0,782.0,781.0,2232.0,368.0,367.0,16.0,783.0
dd822566-cc18-4e7e-a28f-f5c09d31aae4,2021-11-22,6016.0,590.0,1967.0,2638.0,821.0,817.0,2302.0,386.0,377.0,17.0,822.0
bcb3fcff-7a0f-4ee0-979f-bf8922bb4047,2021-11-23,6127.0,590.0,2010.0,2672.0,855.0,859.0,2349.0,405.0,402.0,16.0,856.0
68fc145c-72bf-4a4a-901f-8af968cec126,2021-11-24,6219.0,588.0,2015.0,2729.0,887.0,866.0,2398.0,439.0,396.0,16.0,888.0
00a8c57a-b70e-4e07-97ef-6d3ea69222ee,2021-11-25,6332.0,568.0,2057.0,2779.0,928.0,892.0,2448.0,470.0,404.0,17.0,929.0
a907dc65-5ce3-46fe-a1c4-f317ce4aa4b9,2021-11-26,6432.0,580.0,2175.0,2728.0,949.0,912.0,2376.0,472.0,432.0,16.0,950.0
23781c4a-d183-4620-b55b-360eba5d6454,2021-11-27,6214.0,540.0,1906.0,2795.0,973.0,929.0,2486.0,467.0,459.0,17.0,974.0
9736d74d-6798-4da8-af02-ef3d96d3bc4c,2021-11-28,6415.0,524.0,1966.0,2914.0,1011.0,941.0,2613.0,488.0,475.0,17.0,1011.0
121f15b0-3d54-4727-b163-4063dddfa3eb,2021-11-29,7086.0,684.0,2334.0,2967.0,1101.0,985.0,2611.0,538.0,498.0,18.0,1101.0
e1dc7ec9-21b8-4105-b2aa-bd2544c1a901,2021-11-30,7024.0,644.0,2251.0,3012.0,1117.0,990.0,2662.0,524.0,516.0,17.0,1118.0
e0f75617-b405-4d50-9961-9e84dccd186f,2021-12-01,6972.0,643.0,2185.0,3037.0,1107.0,982.0,2692.0,521.0,518.0,16.0,1108.0
4abf37da-1a17-43ad-823e-04a303faff10,2021-12-02,7065.0,690.0,2153.0,3132.0,1090.0,974.0,2796.0,507.0,505.0,15.0,1091.0
8b9a318d-8dea-41f8-8857-7ac529ea9f85,2021-12-03,7033.0,649.0,2228.0,3081.0,1075.0,969.0,2725.0,505.0,510.0,21.0,1076.0
a1152857-eb0c-43f5-a52d-dc60bd0b3450,2021-12-04,6566.0,604.0,1896.0,3027.0,1039.0,942.0,2719.0,475.0,509.0,22.0,1040.0
7024afb7-7d82-41f3-bd50-3622ce6d8090,2021-12-05,6672.0,619.0,1893.0,3110.0,1050.0,970.0,2795.0,485.0,511.0,24.0,1051.0
df0ed72e-aa75-4513-be72-a72f3ce9590a,2021-12-06,7126.0,729.0,2243.0,3088.0,1066.0,990.0,2754.0,501.0,504.0,27.0,1067.0
543a3ca2-75a3-4cd2-91d7-3de4e9327318,2021-12-07,6906.0,673.0,2181.0,2995.0,1057.0,998.0,2663.0,481.0,516.0,24.0,1058.0
ba5a3221-925f-4f45-b8e3-834e4bf41671,2021-12-08,6741.0,601.0,2119.0,2932.0,1089.0,1001.0,2591.0,511.0,518.0,25.0,1091.0
80cd2988-40ac-4126-a739-47485330d3f4,2021-12-09,6550.0,602.0,1982.0,2874.0,1092.0,1012.0,2544.0,512.0,528.0,23.0,1094.0
382afef4-cb65-4ef8-b698-813ccdb7cab1,2021-12-10,6339.0,595.0,1862.0,2823.0,1059.0,980.0,2459.0,492.0,516.0,23.0,1061.0
b6e932a6-6bec-451c-8d34-a064b26efd7e,2021-12-11,5760.0,477.0,1568.0,2707.0,1008.0,950.0,2401.0,471.0,494.0,26.0,1010.0
91962340-bae5-4949-9bbf-7c4c6f199840,2021-12-12,5771.0,447.0,1608.0,2713.0,1003.0,966.0,2411.0,458.0,511.0,30.0,1005.0
5122bf17-b8e0-4090-ab1c-a3083a9126de,2021-12-13,6223.0,573.0,1907.0,2725.0,1018.0,983.0,2392.0,468.0,514.0,31.0,1019.0
f9eda453-fd49-4e73-9c6c-02259e2c73b9,2021-12-14,5850.0,486.0,1773.0,2625.0,966.0,948.0,2299.0,440.0,487.0,30.0,967.0
